"","Invoice.Item.Number","Date","Store.Number","Store.Name","Address","City","Zip.Code","Store.Location","County.Number","County","Category","Category.Name","Vendor.Number","Vendor.Name","Item.Number","Item.Description","Pack","Bottle.Volume..ml.","State.Bottle.Cost","State.Bottle.Retail","Bottles.Sold","Sale..Dolars.","Volume.Sold..Liters.","Volume.Sold..Gallons."
"76","S15835200086","2013-11-20T00:00:00.000",4129,"Cyclone Liquors","626 LINCOLN WAY","AMES",50010,"626 LINCOLN WAY
AMES 50010
(-93.618911, 42.022854)",85,"Story",1011100,"BLENDED WHISKIES",492,"Western Spirits Beverage Co. LLC",27625,"Whitetail Caramel Flavored Whiskey",6,750,8,12,2,24,1.5,0.39625807853
"77","S23499400005","2015-01-14T00:00:00.000",4105,"Fareway Stores #426 / Nevada","1505 SOUTH B AVE","NEVADA",50201,"1505 SOUTH B AVE
NEVADA 50201
(-93.439899, 42.009797)",85,"Story",1012100,"CANADIAN WHISKIES",115,"Constellation Wine Company, Inc.",11788,"Black Velvet",6,1750,10.45,15.68,18,282.24,31.5,8.32141964928
"78","S18717000016","2014-04-30T00:00:00.000",3970,"The Liquor Cabinet, Inc.","835 6 ST, STE 1","NEVADA",50201,"835 6 ST, STE 1
NEVADA 50201
(-93.452277, 42.018948)",85,"Story",1062310,"SPICED RUM",259,"Heaven Hill Brands",43026,"Admiral Nelson Spiced Rum",12,750,5.78,8.67,4,34.68,3,0.79251615707
"79","S28092300074","2015-09-23T00:00:00.000",4129,"Cyclone Liquors","626 LINCOLN WAY","AMES",50010,"626 LINCOLN WAY
AMES 50010
(-93.618911, 42.022854)",85,"Story",1031080,"VODKA 80 PROOF",260,"Diageo Americas",37997,"Smirnoff Vodka 80 Prf",12,1000,9.25,13.88,6,83.28,6,1.58503231414
"80","S26136900041","2015-06-10T00:00:00.000",3943,"Good and Quick Co","519 LINCOLNWAY","NEVADA",50201,"519 LINCOLNWAY
NEVADA 50201
(-93.45299, 42.022712)",85,"Story",1011200,"STRAIGHT BOURBON WHISKIES",421,"Sazerac Co., Inc.",16516,"Ancient Age Bourbon",12,750,6.16,9.24,1,9.24,0.75,0.19812903926
"81","S03452100093","2012-01-05T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1032080,"IMPORTED VODKA",115,"Constellation Wine Company, Inc.",34820,"Svedka Vodka",12,750,7.97,11.95,12,143.4,9,2.37754847122
"82","S20133200160","2014-07-16T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1032200,"IMPORTED VODKA - MISC",260,"Diageo Americas",64755,"Ciroc Red Berry",12,750,18.75,28.12,2,56.24,1.5,0.39625807853
"83","S08633500056","2012-10-29T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1031080,"VODKA 80 PROOF",380,"Phillips Beverage Company",37339,"UV Vodka",6,1750,10.98,16.48,6,98.88,10.5,2.77380654976
"84","S13405700002","2013-07-17T00:00:00.000",3524,"Sam's Club 6568 / Ames","305 AIRPORT RD","AMES",50010,"305 AIRPORT RD
AMES 50010
(-93.61365, 42.001123)",85,"Story",1032080,"IMPORTED VODKA",370,"Pernod Ricard USA/Austin Nichols",34008,"Absolut Swedish Vodka 80 Prf",6,1750,20,29.99,150,4498.5,262.5,69.34516374401
"85","S12315600030","2013-05-20T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1011200,"STRAIGHT BOURBON WHISKIES",421,"Sazerac Co., Inc.",16518,"Ancient Age Bourbon",6,1750,11.8,17.7,6,106.2,10.5,2.77380654976
"86","S29482300021","2015-12-09T00:00:00.000",5135,"Fareway Stores #155 / Huxley","911 HWY 69","HUXLEY",50124,"911 HWY 69
HUXLEY 50124
(NA, NA)",85,"Story",1042100,"IMPORTED DRY GINS",35,"Bacardi U.S.A., Inc.",28236,"Bombay Sapphire Gin",12,750,13.5,20.25,1,20.25,0.75,0.19812903926
"87","S24244300019","2015-02-25T00:00:00.000",2609,"Hy-Vee Drugstore #2 / Ames","500 MAIN ST","AMES",50010,"500 MAIN ST
AMES 50010
(-93.618248, 42.024995)",85,"Story",1012300,"IRISH WHISKIES",240,"WILLIAM GRANT AND SONS, INC.",15940,"Tullamore Dew Irish Whisky",12,750,14.38,21.57,4,86.28,3,0.79251615707
"88","S03385900019","2012-01-03T00:00:00.000",4356,"Kum & Go #396 / Nevada","136 LINCOLN HWY","NEVADA",50201,"136 LINCOLN HWY
NEVADA 50201
(-93.458003, 42.022725)",85,"Story",1012100,"CANADIAN WHISKIES",55,"Sazerac North America",12408,"Canadian Ltd Whisky",6,1750,8.99,13.49,3,40.47,5.25,1.38690327488
"89","S11520500137","2013-04-08T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1042100,"IMPORTED DRY GINS",260,"Diageo Americas",28865,"Tanqueray Gin",24,375,7,10.49,2,20.98,0.75,0.19812903926
"90","S12679300043","2013-06-10T00:00:00.000",3943,"Good and Quick Co","519 LINCOLNWAY","NEVADA",50201,"519 LINCOLNWAY
NEVADA 50201
(-93.45299, 42.022712)",85,"Story",1012100,"CANADIAN WHISKIES",115,"Constellation Wine Company, Inc.",10550,"Black Velvet Toasted Caramel",12,750,6.25,9.63,2,19.26,1.5,0.39625807853
"91","S06124800073","2012-06-19T00:00:00.000",4509,"A J'S LIQUOR II","2515 CHAMBERLAIN","AMES",50010,"2515 CHAMBERLAIN
AMES 50010
(-93.650965, 42.02146)",85,"Story",1062310,"SPICED RUM",240,"WILLIAM GRANT AND SONS, INC.",45886,"Sailor Jerry Spiced Navy Rum",12,750,8.41,12.62,3,37.86,2.25,0.5943871178
"92","S28725500068","2015-10-28T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1011100,"BLENDED WHISKIES",434,"Luxco-St Louis",24157,"Hawkeye Blend Whiskey",12,1000,4.39,6.59,12,79.08,12,3.17006462829
"93","S17431100038","2014-02-18T00:00:00.000",4081,"Harlan's Food Mart","306 WASHINGTON","STORY CITY",50248,"306 WASHINGTON
STORY CITY 50248
(-93.600106, 42.185825)",85,"Story",1081335,"RASPBERRY SCHNAPPS",434,"Luxco-St Louis",82146,"Arrow Raspberry Schnapps",12,750,4.09,6.14,3,18.42,2.25,0.5943871178
"94","S06788800055","2012-07-26T00:00:00.000",3973,"Mmdg Spirits / Ames","126A WELCH AVE","AMES",50014,"126A WELCH AVE
AMES 50014
(-93.650139, 42.022405)",85,"Story",1032200,"IMPORTED VODKA - MISC",395,"Proximo",35766,"Three Olives ""dude"" Vodka",12,750,11.16,16.74,1,16.74,0.75,0.19812903926
"95","S07005800132","2012-08-08T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1031200,"VODKA FLAVORED",380,"Phillips Beverage Company",41360,"Uv Pink Lemonade Vodka",12,750,6.25,9.49,12,113.88,9,2.37754847122
"96","S08027900020","2012-10-01T00:00:00.000",4081,"Harlan's Food Mart","306 WASHINGTON","STORY CITY",50248,"306 WASHINGTON
STORY CITY 50248
(-93.600106, 42.185825)",85,"Story",1012200,"SCOTCH WHISKIES",260,"Diageo Americas",10006,"Scoresby Rare Scotch",12,750,5.13,7.69,3,23.07,2.25,0.5943871178
"97","S11505500039","2013-04-08T00:00:00.000",4129,"Cyclone Liquors","626 LINCOLN WAY","AMES",50010,"626 LINCOLN WAY
AMES 50010
(-93.618911, 42.022854)",85,"Story",1042100,"IMPORTED DRY GINS",35,"Bacardi U.S.A., Inc.",902836,"Bombay Sapphire Gin",6,1750,21.97,32.96,6,197.76,10.5,2.77380654976
"98","S28202700011","2015-09-30T00:00:00.000",4509,"A J'S LIQUOR II","2515 CHAMBERLAIN","AMES",50010,"2515 CHAMBERLAIN
AMES 50010
(-93.650965, 42.02146)",85,"Story",1011100,"BLENDED WHISKIES",260,"Diageo Americas",86709,"Jeremiah Weed Spiced Whiskey",12,750,9.65,14.48,3,43.44,2.25,0.5943871178
"99","S09013700117","2012-11-16T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1031080,"VODKA 80 PROOF",297,"Laird And Company",35914,"Five O'clock Vodka",24,375,1.93,2.89,6,17.34,2.25,0.5943871178
"100","S10500900013","2013-02-07T00:00:00.000",4103,"Fareway Stores #093 / Ames","3619 STANGE RD","AMES",50010,"3619 STANGE RD
AMES 50010
(-93.645008, 42.057106)",85,"Story",1032200,"IMPORTED VODKA - MISC",370,"Pernod Ricard USA/Austin Nichols",35354,"Absolut Mango Vodka",12,750,11,16.49,2,32.98,1.5,0.39625807853
"101","S28749400001","2015-10-28T00:00:00.000",2609,"Hy-Vee Drugstore #2 / Ames","500 MAIN ST","AMES",50010,"500 MAIN ST
AMES 50010
(-93.618248, 42.024995)",85,"Story",1031080,"VODKA 80 PROOF",259,"Heaven Hill Brands",35416,"Burnett's Vodka 80 Prf",12,750,4.18,6.6,12,79.2,9,2.37754847122
"102","S11999900029","2013-05-02T00:00:00.000",4251,"Aj's Liquor / Ames","4518 MORTENSON RD STE 109","AMES",50014,"4518 MORTENSON RD STE 109
AMES 50014
(NA, NA)",85,"Story",1051110,"BLACKBERRY BRANDIES",434,"Luxco-St Louis",55087,"Paramount Blackberry Brandy",12,1000,6.52,9.79,4,39.16,4,1.05668820943
"103","S06477800033","2012-07-09T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1041100,"AMERICAN DRY GINS",300,"Mccormick Distilling Company",31208,"McCormick Gin Pet",6,1750,7.3,10.95,6,65.7,10.5,2.77380654976
"104","S14355100051","2013-09-05T00:00:00.000",3973,"Mmdg Spirits / Ames","126A WELCH AVE","AMES",50014,"126A WELCH AVE
AMES 50014
(-93.650139, 42.022405)",85,"Story",1081600,"WHISKEY LIQUEUR",85,"Brown-Forman Corporation",86887,"Southern Comfort",12,1000,12.47,18.71,10,187.1,10,2.64172052358
"105","S14783500020","2013-09-25T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1081900,"MISC. AMERICAN CORDIALS & LIQUEURS",125,"Cedar Ridge Vineyards,LLC",74772,"Howdys Apple Pie",6,750,8.89,13.33,6,79.98,4.5,1.18877423561
"106","S06237800006","2012-06-25T00:00:00.000",4081,"Harlan's Food Mart","306 WASHINGTON","STORY CITY",50248,"306 WASHINGTON
STORY CITY 50248
(-93.600106, 42.185825)",85,"Story",1031080,"VODKA 80 PROOF",434,"Luxco-St Louis",36308,"Hawkeye Vodka",6,1750,7.13,10.7,24,256.8,42,11.09522619904
"107","S09002100021","2012-11-16T00:00:00.000",3524,"Sam's Club 6568 / Ames","305 AIRPORT RD","AMES",50010,"305 AIRPORT RD
AMES 50010
(-93.61365, 42.001123)",85,"Story",1062310,"SPICED RUM",260,"Diageo Americas",43302,"Captain Morgan Black Spiced",12,750,11,16.5,12,198,9,2.37754847122
"108","S27423000046","2015-08-19T00:00:00.000",3943,"Good and Quick Co","519 LINCOLNWAY","NEVADA",50201,"519 LINCOLNWAY
NEVADA 50201
(-93.45299, 42.022712)",85,"Story",1062300,"FLAVORED RUM",370,"Pernod Ricard USA/Austin Nichols",42716,"Malibu Coconut Rum",12,750,7.49,11.24,2,22.48,1.5,0.39625807853
"109","S05630800072","2012-05-21T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1062300,"FLAVORED RUM",65,"Jim Beam Brands",44419,"Cruzan Black Cherry Rum",12,750,6.38,9.57,4,38.28,3,0.79251615707
"110","S19201900016","2014-05-28T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1012300,"IRISH WHISKIES",370,"Pernod Ricard USA/Austin Nichols",15626,"Jameson",12,750,14.49,21.74,12,260.88,9,2.37754847122
"111","S28198300146","2015-09-30T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1062200,"PUERTO RICO & VIRGIN ISLANDS RUM",35,"Bacardi U.S.A., Inc.",43127,"Bacardi Superior Rum",12,1000,9.5,14.25,12,171,12,3.17006462829
"112","S16601500025","2013-12-30T00:00:00.000",3943,"Good and Quick Co","519 LINCOLNWAY","NEVADA",50201,"519 LINCOLNWAY
NEVADA 50201
(-93.45299, 42.022712)",85,"Story",1062310,"SPICED RUM",260,"Diageo Americas",43333,"Captain Morgan Spiced Rum Pet",48,200,2.01,3.02,6,18.12,1.2,0.31700646282
"113","S28877400098","2015-11-04T00:00:00.000",4129,"Cyclone Liquors","626 LINCOLN WAY","AMES",50010,"626 LINCOLN WAY
AMES 50010
(-93.618911, 42.022854)",85,"Story",1062300,"FLAVORED RUM",35,"Bacardi U.S.A., Inc.",43117,"Bacardi O",12,1000,9.5,14.25,2,28.5,2,0.52834410471
"114","S28609800012","2015-10-21T00:00:00.000",4129,"Cyclone Liquors","626 LINCOLN WAY","AMES",50010,"626 LINCOLN WAY
AMES 50010
(-93.618911, 42.022854)",85,"Story",1011200,"STRAIGHT BOURBON WHISKIES",136,"High West Distillery",18604,"High West American Prairie Bourbon",6,750,21,31.5,12,378,9,2.37754847122
"115","S15052100135","2013-10-09T00:00:00.000",4509,"A J'S LIQUOR II","2515 CHAMBERLAIN","AMES",50010,"2515 CHAMBERLAIN
AMES 50010
(-93.650965, 42.02146)",85,"Story",1031200,"VODKA FLAVORED",434,"Luxco-St Louis",40687,"Hawkeye Grape",12,1000,5,7.5,4,30,4,1.05668820943
"116","S23140000002","2014-12-27T00:00:00.000",4675,"Kum & Go #113 / Ames","2801 E 13TH ST","AMES",50010,"2801 E 13TH ST
AMES 50010
(-93.575702, 42.034562)",85,"Story",1031080,"VODKA 80 PROOF",434,"Luxco-St Louis",36306,"Hawkeye Vodka",12,750,3.34,5.01,24,120.24,18,4.75509694244
"117","S05508300020","2012-05-14T00:00:00.000",4105,"Fareway Stores #426 / Nevada","1505 SOUTH B AVE","NEVADA",50201,"1505 SOUTH B AVE
NEVADA 50201
(-93.439899, 42.009797)",85,"Story",1031080,"VODKA 80 PROOF",434,"Luxco-St Louis",36308,"Hawkeye Vodka",6,1750,7.13,10.7,12,128.4,21,5.54761309952
"118","S14126100002","2013-10-04T00:00:00.000",4102,"Fareway Stores #386 / Ames","619 BURNETT AVE","AMES",50010,"619 BURNETT AVE
AMES 50010
(-93.615428, 42.027426)",85,"Story",1051010,"AMERICAN GRAPE BRANDIES",259,"Heaven Hill Brands",52316,"Christian Bros Brandy",12,750,5.41,8.37,60,502.2,45,11.88774235611
"119","S11218000136","2013-03-21T00:00:00.000",4129,"Cyclone Liquors","626 LINCOLN WAY","AMES",50010,"626 LINCOLN WAY
AMES 50010
(-93.618911, 42.022854)",85,"Story",1022100,"TEQUILA",410,"The Patron Spirits Company",88294,"Patron Silver Tequila",12,375,14,21,3,63,1.125,0.2971935589
"120","S20632400159","2014-08-13T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1062200,"PUERTO RICO & VIRGIN ISLANDS RUM",35,"Bacardi U.S.A., Inc.",43126,"Bacardi Superior Rum",12,750,8,12,12,144,9,2.37754847122
"121","S17105000062","2014-01-29T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1031200,"VODKA FLAVORED",260,"Diageo Americas",41592,"Smirnoff Lime Vodka",12,750,8.25,12.37,12,148.44,9,2.37754847122
"122","S26493100100","2015-06-30T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1032200,"IMPORTED VODKA - MISC",260,"Diageo Americas",64755,"Ciroc Red Berry",12,750,19,28.5,2,57,1.5,0.39625807853
"123","S09364400154","2012-12-06T00:00:00.000",4129,"Cyclone Liquors","626 LINCOLN WAY","AMES",50010,"626 LINCOLN WAY
AMES 50010
(-93.618911, 42.022854)",85,"Story",1011300,"TENNESSEE WHISKIES",85,"Brown-Forman Corporation",86672,"Jack Daniel's Tennessee Honey",12,1000,16.92,25.37,2,50.74,2,0.52834410471
"124","S17105000073","2014-01-29T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1031080,"VODKA 80 PROOF",260,"Diageo Americas",36186,"Gordon's Vodka 80 Prf",12,750,5.26,7.89,12,94.68,9,2.37754847122
"125","S20516000125","2014-08-06T00:00:00.000",4129,"Cyclone Liquors","626 LINCOLN WAY","AMES",50010,"626 LINCOLN WAY
AMES 50010
(-93.618911, 42.022854)",85,"Story",1062200,"PUERTO RICO & VIRGIN ISLANDS RUM",125,"Cedar Ridge Vineyards,LLC",46112,"Cedar Ridge Dark Rum",6,750,17.5,26.25,2,52.5,1.5,0.39625807853
"126","S26510100021","2015-06-30T00:00:00.000",4129,"Cyclone Liquors","626 LINCOLN WAY","AMES",50010,"626 LINCOLN WAY
AMES 50010
(-93.618911, 42.022854)",85,"Story",1011200,"STRAIGHT BOURBON WHISKIES",65,"Jim Beam Brands",19061,"Jim Beam Mini",12,500,6.83,10.25,1,10.25,0.5,0.13208602617
"127","S19635100002","2014-06-18T00:00:00.000",4105,"Fareway Stores #426 / Nevada","1505 SOUTH B AVE","NEVADA",50201,"1505 SOUTH B AVE
NEVADA 50201
(-93.439899, 42.009797)",85,"Story",1012100,"CANADIAN WHISKIES",115,"Constellation Wine Company, Inc.",11776,"Black Velvet",12,750,5.23,7.84,12,94.08,9,2.37754847122
"128","S07827500144","2012-09-19T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1081390,"IMPORTED SCHNAPPS",260,"Diageo Americas",65061,"Goldschlager Cinnamon Schnapps Mini",10,600,15.63,23.44,1,23.44,0.6,0.15850323141
"129","S28589900005","2015-10-21T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1012210,"SINGLE MALT SCOTCH",240,"WILLIAM GRANT AND SONS, INC.",4367,"Balvenie Caribbean Cask 14yr",6,750,37.92,56.88,1,56.88,0.75,0.19812903926
"130","S17854700066","2014-03-12T00:00:00.000",4129,"Cyclone Liquors","626 LINCOLN WAY","AMES",50010,"626 LINCOLN WAY
AMES 50010
(-93.618911, 42.022854)",85,"Story",1011100,"BLENDED WHISKIES",55,"Sazerac North America",23708,"Fleischmann's Preferred Bl Whiskey",6,1750,7.33,10.99,2,21.98,3.5,0.92460218325
"131","S04037300010","2012-02-14T00:00:00.000",4436,"Kum & Go #216  Ames","203 WELCH AVE","AMES",50010,"203 WELCH AVE
AMES 50010
(-93.650126, 42.021387)",85,"Story",1012100,"CANADIAN WHISKIES",115,"Constellation Wine Company, Inc.",11771,"Black Velvet Mini",10,600,4.96,7.44,1,7.44,0.6,0.15850323141
"132","S07727900023","2012-09-13T00:00:00.000",4340,"Dahl's Foods / Ames","3121 GRAND AVE","AMES",50010,"3121 GRAND AVE
AMES 50010
(-93.620697, 42.053354)",85,"Story",1051010,"AMERICAN GRAPE BRANDIES",65,"Jim Beam Brands",53368,"St. Charles Brandy",6,1750,10.53,15.79,6,94.74,10.5,2.77380654976
"133","S20755000160","2014-08-20T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1062300,"FLAVORED RUM",35,"Bacardi U.S.A., Inc.",43051,"Bacardi Dragon Berry",12,750,8.5,12.75,12,153,9,2.37754847122
"134","S18472100052","2014-04-16T00:00:00.000",4509,"A J'S LIQUOR II","2515 CHAMBERLAIN","AMES",50010,"2515 CHAMBERLAIN
AMES 50010
(-93.650965, 42.02146)",85,"Story",1042100,"IMPORTED DRY GINS",35,"Bacardi U.S.A., Inc.",28210,"Bombay Sapphire East",12,750,13.64,20.46,2,40.92,1.5,0.39625807853
"135","S27909400017","2015-09-15T00:00:00.000",4081,"Harlan's Food Mart","306 WASHINGTON","STORY CITY",50248,"306 WASHINGTON
STORY CITY 50248
(-93.600106, 42.185825)",85,"Story",1081900,"MISC. AMERICAN CORDIALS & LIQUEURS",322,"Prestige Wine and Spirits Group",75211,"Kinky Liqueur",12,750,10,15,4,60,3,0.79251615707
"136","S27956300002","2015-09-16T00:00:00.000",4438,"Kum & Go #214  Ames","111 DUFF AVE","AMES",50010,"111 DUFF AVE
AMES 50010
(-93.610396, 42.023592)",85,"Story",1031080,"VODKA 80 PROOF",380,"Phillips Beverage Company",37338,"UV Vodka PET",6,1750,10.99,16.49,6,98.94,10.5,2.77380654976
"137","S18107600014","2014-03-26T00:00:00.000",4105,"Fareway Stores #426 / Nevada","1505 SOUTH B AVE","NEVADA",50201,"1505 SOUTH B AVE
NEVADA 50201
(-93.439899, 42.009797)",85,"Story",1062310,"SPICED RUM",259,"Heaven Hill Brands",43028,"Admiral Nelson Spiced Rum",6,1750,11.55,17.32,6,103.92,10.5,2.77380654976
"138","S22550000008","2014-11-22T00:00:00.000",4015,"Wal-Mart 0749 / Ames","3015 GRAND AVE","AMES",50010,"3015 GRAND AVE
AMES 50010
(-93.620682, 42.052321)",85,"Story",1062310,"SPICED RUM",260,"Diageo Americas",43336,"Captain Morgan Original Spiced",12,750,9,13.5,12,162,9,2.37754847122
"139","S03681800003","2012-01-24T00:00:00.000",4437,"Kum & Go #215  Ames","4506 LINCOLN WAY","AMES",50010,"4506 LINCOLN WAY
AMES 50010
(-93.678822, 42.022905)",85,"Story",1062310,"SPICED RUM",259,"Heaven Hill Brands",43026,"Admiral Nelson Spiced Rum",12,750,5.77,8.66,12,103.92,9,2.37754847122
"140","S04456500002","2012-03-08T00:00:00.000",4129,"Cyclone Liquors","626 LINCOLN WAY","AMES",50010,"626 LINCOLN WAY
AMES 50010
(-93.618911, 42.022854)",85,"Story",1012210,"SINGLE MALT SCOTCH",65,"Jim Beam Brands",904794,"Laphroaig Quarter Cask",6,750,28.87,43.31,6,259.86,4.5,1.18877423561
"141","S09456800025","2012-12-12T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1081700,"DISTILLED SPIRITS SPECIALTY",384,"Piedmont Distillers",76036,"Midnight Moon Apple Pie",6,750,10.42,15.63,12,187.56,9,2.37754847122
"142","S21679700045","2014-10-08T00:00:00.000",4251,"Aj's Liquor / Ames","4518 MORTENSON RD STE 109","AMES",50014,"4518 MORTENSON RD STE 109
AMES 50014
(NA, NA)",85,"Story",1081200,"CREAM LIQUEURS",260,"Diageo Americas",68036,"Bailey's Original Irish Cream",12,750,13.25,19.88,2,39.76,1.5,0.39625807853
"143","S10603100069","2013-02-14T00:00:00.000",3973,"Mmdg Spirits / Ames","126A WELCH AVE","AMES",50014,"126A WELCH AVE
AMES 50014
(-93.650139, 42.022405)",85,"Story",1012300,"IRISH WHISKIES",370,"Pernod Ricard USA/Austin Nichols",15818,"Paddy Old Irish Whiskey",12,750,10.99,16.49,1,16.49,0.75,0.19812903926
"144","S21397400103","2014-09-24T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1701100,"DECANTERS & SPECIALTY PACKAGES",380,"Phillips Beverage Company",42146,"UV Salty Caramel Apple",12,750,6.5,9.75,12,117,9,2.37754847122
"145","S11487200104","2013-04-08T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1011100,"BLENDED WHISKIES",434,"Luxco-St Louis",24158,"Hawkeye Blend Whiskey",6,1750,7.38,11.07,6,66.42,10.5,2.77380654976
"146","S26397700007","2015-06-24T00:00:00.000",4356,"Kum & Go #396 / Nevada","136 LINCOLN HWY","NEVADA",50201,"136 LINCOLN HWY
NEVADA 50201
(-93.458003, 42.022725)",85,"Story",1012300,"IRISH WHISKIES",370,"Pernod Ricard USA/Austin Nichols",15626,"Jameson",12,750,14.49,21.74,6,130.44,4.5,1.18877423561
"147","S19864400026","2014-07-01T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1012100,"CANADIAN WHISKIES",65,"Jim Beam Brands",15246,"Windsor Canadian",12,750,4.2,6.3,12,75.6,9,2.37754847122
"148","S05812700059","2012-05-31T00:00:00.000",3973,"Mmdg Spirits / Ames","126A WELCH AVE","AMES",50014,"126A WELCH AVE
AMES 50014
(-93.650139, 42.022405)",85,"Story",1011200,"STRAIGHT BOURBON WHISKIES",461,"Campari(skyy)",22157,"Wild Turkey 101",12,1000,14.99,22.49,1,22.49,1,0.26417205235
"149","S09267300117","2012-12-03T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1032200,"IMPORTED VODKA - MISC",370,"Pernod Ricard USA/Austin Nichols",34190,"Absolut Cherrykran",12,750,11,16.49,3,49.47,2.25,0.5943871178
"150","S26769500036","2015-07-15T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1011250,"SINGLE BARREL BOURBON WHISKIES",259,"Heaven Hill Brands",18120,"Evan Williams Vintage",6,750,13.97,21.46,4,85.84,3,0.79251615707
